Game:   1, Fuel (liter):  737.0, Record_fuel (liter): 737.0, Cost (pay): 22677, Record_cost (pay): 22677, Time (s):    7522, Record_time (s):    7522, Distance (km):   409.86, Record_distance (km):   409.86, Loaders_waiting (s): 14282, Record_loaders_waiting (s): 14282, Dumpers_waiting (s):  2388, Record_dumpers_waiting (s):  2388, Dumpers required: 20, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  67, Fuel (liter):  666.8, Record_fuel (liter): 621.5, Cost (pay): 20640, Record_cost (pay): 18966, Time (s):    7377, Record_time (s):    5957, Distance (km):   378.85, Record_distance (km):   346.76, Loaders_waiting (s):  6767, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  7727, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  68, Fuel (liter):  634.4, Record_fuel (liter): 621.5, Cost (pay): 19348, Record_cost (pay): 18966, Time (s):    6530, Record_time (s):    5957, Distance (km):   368.16, Record_distance (km):   346.76, Loaders_waiting (s):  3492, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3827, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  69, Fuel (liter):  642.6, Record_fuel (liter): 621.5, Cost (pay): 19676, Record_cost (pay): 18966, Time (s):    7840, Record_time (s):    5957, Distance (km):   368.42, Record_distance (km):   346.76, Loaders_waiting (s):  6045, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3544, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  70, Fuel (liter):  648.9, Record_fuel (liter): 621.5, Cost (pay): 19820, Record_cost (pay): 18966, Time (s):    7948, Record_time (s):    5957, Distance (km):   372.08, Record_distance (km):   346.76, Loaders_waiting (s):  6430, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  2575, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  71, Fuel (liter):  660.0, Record_fuel (liter): 621.5, Cost (pay): 20276, Record_cost (pay): 18966, Time (s):    9689, Record_time (s):    5957, Distance (km):   372.25, Record_distance (km):   346.76, Loaders_waiting (s):  9949, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  2322, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  72, Fuel (liter):  647.0, Record_fuel (liter): 621.5, Cost (pay): 19827, Record_cost (pay): 18966, Time (s):   10491, Record_time (s):    5957, Distance (km):   368.61, Record_distance (km):   346.76, Loaders_waiting (s):  7625, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  2752, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  73, Fuel (liter):  633.0, Record_fuel (liter): 621.5, Cost (pay): 19288, Record_cost (pay): 18966, Time (s):    7037, Record_time (s):    5957, Distance (km):   366.59, Record_distance (km):   346.76, Loaders_waiting (s):  4161, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  2986, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  74, Fuel (liter):  647.9, Record_fuel (liter): 621.5, Cost (pay): 19813, Record_cost (pay): 18966, Time (s):    8527, Record_time (s):    5957, Distance (km):   370.58, Record_distance (km):   346.76, Loaders_waiting (s):  6931, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  2559, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  75, Fuel (liter):  638.6, Record_fuel (liter): 621.5, Cost (pay): 19513, Record_cost (pay): 18966, Time (s):    7273, Record_time (s):    5957, Distance (km):   368.76, Record_distance (km):   346.76, Loaders_waiting (s):  4535, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3798, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  76, Fuel (liter):  789.7, Record_fuel (liter): 621.5, Cost (pay): 25092, Record_cost (pay): 18966, Time (s):   15732, Record_time (s):    5957, Distance (km):   403.23, Record_distance (km):   346.76, Loaders_waiting (s): 34233, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3223, Record_dumpers_waiting (s):   858, Dumpers required: 16, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  77, Fuel (liter):  766.9, Record_fuel (liter): 621.5, Cost (pay): 23662, Record_cost (pay): 18966, Time (s):    9537, Record_time (s):    5957, Distance (km):   423.25, Record_distance (km):   346.76, Loaders_waiting (s): 16391, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3050, Record_dumpers_waiting (s):   858, Dumpers required: 20, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  78, Fuel (liter):  723.7, Record_fuel (liter): 621.5, Cost (pay): 22501, Record_cost (pay): 18966, Time (s):   11275, Record_time (s):    5957, Distance (km):   393.36, Record_distance (km):   346.76, Loaders_waiting (s): 18802, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  2591, Record_dumpers_waiting (s):   858, Dumpers required: 22, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  79, Fuel (liter):  660.8, Record_fuel (liter): 621.5, Cost (pay): 20223, Record_cost (pay): 18966, Time (s):    6772, Record_time (s):    5957, Distance (km):   379.88, Record_distance (km):   346.76, Loaders_waiting (s):  5457, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  4369, Record_dumpers_waiting (s):   858, Dumpers required: 22, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  80, Fuel (liter):  694.7, Record_fuel (liter): 621.5, Cost (pay): 21423, Record_cost (pay): 18966, Time (s):    9141, Record_time (s):    5957, Distance (km):   390.40, Record_distance (km):   346.76, Loaders_waiting (s): 10524, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  4547, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  81, Fuel (liter):  652.9, Record_fuel (liter): 621.5, Cost (pay): 19986, Record_cost (pay): 18966, Time (s):    9320, Record_time (s):    5957, Distance (km):   372.08, Record_distance (km):   346.76, Loaders_waiting (s):  7722, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  2493, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  82, Fuel (liter):  638.3, Record_fuel (liter): 621.5, Cost (pay): 19456, Record_cost (pay): 18966, Time (s):    8949, Record_time (s):    5957, Distance (km):   366.93, Record_distance (km):   346.76, Loaders_waiting (s):  6090, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  1764, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  83, Fuel (liter):  656.2, Record_fuel (liter): 621.5, Cost (pay): 20597, Record_cost (pay): 18966, Time (s):   14901, Record_time (s):    5957, Distance (km):   350.04, Record_distance (km):   346.76, Loaders_waiting (s): 20817, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  1663, Record_dumpers_waiting (s):   858, Dumpers required: 15, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  84, Fuel (liter):  631.9, Record_fuel (liter): 621.5, Cost (pay): 19217, Record_cost (pay): 18966, Time (s):    6280, Record_time (s):    5957, Distance (km):   367.91, Record_distance (km):   346.76, Loaders_waiting (s):  3109, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3057, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  85, Fuel (liter):  647.0, Record_fuel (liter): 621.5, Cost (pay): 19735, Record_cost (pay): 18966, Time (s):    8119, Record_time (s):    5957, Distance (km):   373.21, Record_distance (km):   346.76, Loaders_waiting (s):  5090, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3023, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  86, Fuel (liter):  665.8, Record_fuel (liter): 621.5, Cost (pay): 20832, Record_cost (pay): 18966, Time (s):   10744, Record_time (s):    5957, Distance (km):   373.33, Record_distance (km):   346.76, Loaders_waiting (s):  8557, Record_loaders_waiting (s):  2274, Dumpers_waiting (s): 10260, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  87, Fuel (liter):  640.9, Record_fuel (liter): 621.5, Cost (pay): 19609, Record_cost (pay): 18966, Time (s):   10249, Record_time (s):    5957, Distance (km):   366.90, Record_distance (km):   346.76, Loaders_waiting (s):  6584, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  2792, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  88, Fuel (liter):  661.1, Record_fuel (liter): 621.5, Cost (pay): 20317, Record_cost (pay): 18966, Time (s):    9394, Record_time (s):    5957, Distance (km):   372.88, Record_distance (km):   346.76, Loaders_waiting (s):  9842, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  2609, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  89, Fuel (liter):  641.1, Record_fuel (liter): 621.5, Cost (pay): 19627, Record_cost (pay): 18966, Time (s):    9850, Record_time (s):    5957, Distance (km):   366.90, Record_distance (km):   346.76, Loaders_waiting (s):  6540, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3067, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  90, Fuel (liter):  642.9, Record_fuel (liter): 621.5, Cost (pay): 19691, Record_cost (pay): 18966, Time (s):    7389, Record_time (s):    5957, Distance (km):   369.18, Record_distance (km):   346.76, Loaders_waiting (s):  5615, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3957, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  91, Fuel (liter):  642.7, Record_fuel (liter): 621.5, Cost (pay): 19680, Record_cost (pay): 18966, Time (s):    8745, Record_time (s):    5957, Distance (km):   368.27, Record_distance (km):   346.76, Loaders_waiting (s):  6217, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3410, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  92, Fuel (liter):  643.2, Record_fuel (liter): 621.5, Cost (pay): 19700, Record_cost (pay): 18966, Time (s):    9646, Record_time (s):    5957, Distance (km):   367.36, Record_distance (km):   346.76, Loaders_waiting (s):  7056, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  2857, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  93, Fuel (liter):  665.3, Record_fuel (liter): 621.5, Cost (pay): 20622, Record_cost (pay): 18966, Time (s):   14097, Record_time (s):    5957, Distance (km):   368.34, Record_distance (km):   346.76, Loaders_waiting (s): 13456, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3085, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  94, Fuel (liter):  647.1, Record_fuel (liter): 621.5, Cost (pay): 19751, Record_cost (pay): 18966, Time (s):    7861, Record_time (s):    5957, Distance (km):   373.33, Record_distance (km):   346.76, Loaders_waiting (s):  4901, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3434, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  95, Fuel (liter):  645.0, Record_fuel (liter): 621.5, Cost (pay): 19754, Record_cost (pay): 18966, Time (s):    8167, Record_time (s):    5957, Distance (km):   368.84, Record_distance (km):   346.76, Loaders_waiting (s):  6730, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3151, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  96, Fuel (liter):  683.1, Record_fuel (liter): 621.5, Cost (pay): 21696, Record_cost (pay): 18966, Time (s):   14631, Record_time (s):    5957, Distance (km):   352.13, Record_distance (km):   346.76, Loaders_waiting (s): 28133, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  1909, Record_dumpers_waiting (s):   858, Dumpers required: 16, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  97, Fuel (liter):  644.5, Record_fuel (liter): 621.5, Cost (pay): 19749, Record_cost (pay): 18966, Time (s):    6758, Record_time (s):    5957, Distance (km):   372.90, Record_distance (km):   346.76, Loaders_waiting (s):  3570, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  5694, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  98, Fuel (liter):  661.0, Record_fuel (liter): 621.5, Cost (pay): 20242, Record_cost (pay): 18966, Time (s):   10518, Record_time (s):    5957, Distance (km):   372.35, Record_distance (km):   346.76, Loaders_waiting (s): 10062, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  2724, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game:  99, Fuel (liter):  652.9, Record_fuel (liter): 621.5, Cost (pay): 20108, Record_cost (pay): 18966, Time (s):   12554, Record_time (s):    5957, Distance (km):   368.40, Record_distance (km):   346.76, Loaders_waiting (s):  9353, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3440, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 100, Fuel (liter):  663.7, Record_fuel (liter): 621.5, Cost (pay): 20425, Record_cost (pay): 18966, Time (s):   12343, Record_time (s):    5957, Distance (km):   375.35, Record_distance (km):   346.76, Loaders_waiting (s):  8962, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3828, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 101, Fuel (liter):  853.5, Record_fuel (liter): 621.5, Cost (pay): 27464, Record_cost (pay): 18966, Time (s):   21561, Record_time (s):    5957, Distance (km):   417.92, Record_distance (km):   346.76, Loaders_waiting (s): 46596, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3355, Record_dumpers_waiting (s):   858, Dumpers required: 18, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 102, Fuel (liter):  791.5, Record_fuel (liter): 621.5, Cost (pay): 25052, Record_cost (pay): 18966, Time (s):   22944, Record_time (s):    5957, Distance (km):   409.37, Record_distance (km):   346.76, Loaders_waiting (s): 31331, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3800, Record_dumpers_waiting (s):   858, Dumpers required: 17, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 103, Fuel (liter):  705.5, Record_fuel (liter): 621.5, Cost (pay): 21821, Record_cost (pay): 18966, Time (s):   11432, Record_time (s):    5957, Distance (km):   397.31, Record_distance (km):   346.76, Loaders_waiting (s):  9502, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  6869, Record_dumpers_waiting (s):   858, Dumpers required: 22, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 104, Fuel (liter):  728.6, Record_fuel (liter): 621.5, Cost (pay): 22945, Record_cost (pay): 18966, Time (s):   13642, Record_time (s):    5957, Distance (km):   392.00, Record_distance (km):   346.76, Loaders_waiting (s): 19455, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  7452, Record_dumpers_waiting (s):   858, Dumpers required: 23, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 105, Fuel (liter):  743.4, Record_fuel (liter): 621.5, Cost (pay): 23048, Record_cost (pay): 18966, Time (s):   16765, Record_time (s):    5957, Distance (km):   412.20, Record_distance (km):   346.76, Loaders_waiting (s): 13814, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  6081, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 106, Fuel (liter):  696.9, Record_fuel (liter): 621.5, Cost (pay): 21321, Record_cost (pay): 18966, Time (s):    6821, Record_time (s):    5957, Distance (km):   401.72, Record_distance (km):   346.76, Loaders_waiting (s):  4692, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  6049, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 107, Fuel (liter):  646.2, Record_fuel (liter): 621.5, Cost (pay): 19747, Record_cost (pay): 18966, Time (s):    7646, Record_time (s):    5957, Distance (km):   372.47, Record_distance (km):   346.76, Loaders_waiting (s):  4975, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3748, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 108, Fuel (liter):  634.4, Record_fuel (liter): 621.5, Cost (pay): 19294, Record_cost (pay): 18966, Time (s):    6091, Record_time (s):    5957, Distance (km):   369.51, Record_distance (km):   346.76, Loaders_waiting (s):  2960, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3287, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 109, Fuel (liter):  650.6, Record_fuel (liter): 621.5, Cost (pay): 20069, Record_cost (pay): 18966, Time (s):   12489, Record_time (s):    5957, Distance (km):   365.34, Record_distance (km):   346.76, Loaders_waiting (s): 10348, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3159, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 110, Fuel (liter):  637.8, Record_fuel (liter): 621.5, Cost (pay): 19515, Record_cost (pay): 18966, Time (s):    6232, Record_time (s):    5957, Distance (km):   370.28, Record_distance (km):   346.76, Loaders_waiting (s):  2881, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  5518, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 111, Fuel (liter):  629.7, Record_fuel (liter): 621.5, Cost (pay): 19193, Record_cost (pay): 18966, Time (s):    6405, Record_time (s):    5957, Distance (km):   365.07, Record_distance (km):   346.76, Loaders_waiting (s):  3873, Record_loaders_waiting (s):  2274, Dumpers_waiting (s):  3185, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
